Time,Mean Intensity,Protein Concentration (ng/µL),Protein Concentration (nM),Number of Protein Molecules (PM),Rate of Change of Number of PM
25.5,8.625981330871582,0.31469839977305947,3.146983997730594,3776.380797276713,230.7045861831466
26.0,8.862752914428711,0.32333644750340773,3.233364475034076,3880.037370040893,236.1672929537017
26.5,9.165432929992676,0.33437900751920124,3.343790075192011,4012.548090230415,256.93394976640457
27.0,9.449639558792114,0.3447476099839415,3.447476099839413,4136.971319807298,259.4281572142286
27.5,9.75801682472229,0.355998020620387,3.5599802062038677,4271.976247444643,239.5260601726295
28.0,9.996763229370117,0.36470811499832734,3.647081149983272,4376.497379979927,280.5283005014835
28.5,10.398797512054443,0.37937537899551055,3.7937537899551046,4552.504547946127,367.14418411553106
29.0,10.835391283035278,0.39530346367462155,3.9530346367462137,4743.641564095458,254.9814621316973
29.5,10.981224298477173,0.40062383417315206,4.006238341731521,4807.486010077824,241.68792929965184
30.0,11.387453079223633,0.41544412444959256,4.154441244495924,4985.32949339511,349.8701066220283
30.5,11.780395030975342,0.4297796763916544,4.297796763916544,5157.3561166998525,249.6603957824118
31.0,11.957725524902344,0.4362491574314602,4.362491574314603,5234.989889177522,242.2366424128577
31.5,12.333710193634033,0.4499660632593925,4.499660632593926,5399.59275911271,332.0606763498208
32.0,12.716216087341309,0.46392088046061186,4.63920880460612,5567.050565527343,350.78591580126704
32.5,13.13497281074524,0.4791982229094982,4.79198222909498,5750.378674913977,291.4408755961558
33.0,13.381923198699951,0.48820762009362495,4.882076200936247,5858.491441123499,323.79616130499744
33.5,13.874585628509521,0.5061812363515812,5.061812363515813,6074.174836218975,355.817125518377
34.0,14.19467806816101,0.5178590472201563,5.178590472201563,6214.308566641876,298.03493131745563
34.5,14.555354833602905,0.5310174806280359,5.310174806280358,6372.20976753643,269.51270470246163
35.0,14.810297012329102,0.5403184392786948,5.403184392786947,6483.821271344337,221.91452985526666
35.5,15.06225037574768,0.5495103581159748,5.495103581159746,6594.124297391697,323.8893705136825
36.0,15.550122737884521,0.5673092201548351,5.67309220154835,6807.71064185802,355.5882254123717
36.5,15.87448239326477,0.5791427102336724,5.791427102336723,6949.712522804069,273.66181920942927
37.0,16.17521905899048,0.5901143717556208,5.901143717556206,7081.372461067449,328.58678062340186
37.5,16.625037908554077,0.6065249419522893,6.0652494195228925,7278.2993034274705,417.5018943035984
38.0,17.128873825073242,0.6249061962809206,6.249061962809204,7498.874355371047,339.60853470161146
38.5,17.400769233703613,0.6348256531774235,6.348256531774233,7617.907838129082,314.7143695478935
39.0,17.847742080688477,0.6511323937432452,6.511323937432451,7813.588724918941,319.66771356546815
39.5,18.13095188140869,0.6614646293078792,6.614646293078792,7937.57555169455,2300.6978241447387
40.0,23.10297918319702,0.8428572124219733,8.428572124219734,10114.28654906368,2294.9088329549522
40.5,23.372965812683105,0.8527070320541252,8.527070320541252,10232.484384649502,349.59966422592333
41.0,23.90153217315674,0.8719905177741336,8.719905177741335,10463.886213289603,354.87083807603995
41.5,24.18355917930603,0.8822796018937953,8.822796018937954,10587.355222725542,283.1611214197892
42.0,24.54832673072815,0.8955872778924494,8.95587277892449,10747.047334709392,-1755.5651762070265
42.5,20.17351007461548,0.7359825038765431,7.359825038765429,8831.790046518516,-1741.1558466886163
43.0,20.57119131088257,0.7504909573350647,7.504909573350648,9005.891488020776,406.23161712808724
43.5,21.101421356201172,0.7698351386372169,7.69835138637217,9238.021663646603,289.6892104894705
44.0,21.23289728164673,0.7746317248758539,7.746317248758537,9295.580698510246,269.4742937407591
44.5,21.716952562332153,0.7922913297822802,7.922913297822799,9507.495957387362,335.99122413449913
45.0,22.00036597251892,0.8026309935537288,8.026309935537288,9631.571922644745,336.348508704883
45.5,22.48523736000061,0.8203203721743537,8.203203721743535,9843.844466092245,338.92788828516314
46.0,22.774542570114136,0.8308749842441592,8.308749842441593,9970.499810929909,279.3266010393636
46.5,23.123273134231567,0.8435975889276341,8.435975889276342,10123.171067131609,309.246130763835
47.0,23.48092031478882,0.8566454951411453,8.566454951411451,10279.745941693744,322.6474856704408
47.5,23.860262155532837,0.8704848794001707,8.704848794001705,10445.81855280205,323.0307602665416
48.0,24.21878480911255,0.8835647251633572,8.83564725163357,10602.776701960285,239.20280270418516
48.5,24.406647443771362,0.8904184462921862,8.904184462921862,10685.021355506235,217.76927731999785
49.0,24.716211795806885,0.9017121649400237,9.017121649400234,10820.545979280283,364.61031317464585
49.5,25.239487648010254,0.9208026390567401,9.208026390567401,11049.63166868088,351.6121689882875
50.0,25.51936173439026,0.931013179022381,9.31013179022381,11172.15814826857,247.22036031590687
50.5,25.804186582565308,0.9414043357497324,9.414043357497324,11296.852028996787,268.64031661036097
51.0,26.13298797607422,0.9533998720732444,9.533998720732445,11440.798464878932,299.162940184573
51.5,26.487532377243042,0.9663345807651136,9.663345807651137,11596.01496918136,269.6622778223409
52.0,26.748948574066162,0.9758717285584395,9.758717285584392,11710.460742701272,244.61342504569802
52.5,27.046276569366455,0.986719032852255,9.86719032852255,11840.628394227058,297.5169052225683
53.0,27.428534507751465,1.0006648039936534,10.006648039936533,12007.97764792384,275.9298403691864
53.5,27.67655348777771,1.009713186216354,10.09713186216354,12116.558234596245,315.73904457782737
54.0,28.14974331855774,1.026976391041806,10.269763910418057,12323.716692501668,335.10683261686063
54.5,28.442002058029175,1.0376387556010922,10.376387556010918,12451.665067213105,196.4759310704976
55.0,28.59853219985962,1.0433493852976805,10.433493852976806,12520.192623572166,289.3849497466563
55.5,29.103013038635254,1.0617541680799802,10.617541680799803,12741.050016959762,278.2090299335796
56.0,29.234015226364136,1.0665334711254788,10.66533471125479,12798.401653505745,204.65590024853554
56.5,29.570486545562744,1.0788088264340248,10.788088264340246,12945.705917208297,397.79550528696745
57.0,30.142656803131104,1.0996830965660593,10.996830965660596,13196.197158792713,348.6503498328075
57.5,30.366871118545532,1.1078630222534254,11.078630222534255,13294.356267041105,232.43464512387436
58.0,30.673582315444946,1.1190526503263825,11.190526503263825,13428.631803916587,264.158133139299
58.5,30.970259189605713,1.1298762000150337,11.298762000150337,13558.514400180404,300.7250555454739
59.0,31.360496282577515,1.1441130716218386,11.441130716218385,13729.356859462061,297.7886001500301
59.5,31.650465726852417,1.154691916694203,11.546919166942029,13856.303000330434,296.57020026978535
60.0,32.037919759750366,1.168827254977654,11.688272549776539,14025.927059731846,255.873995103173
60.5,32.234931230545044,1.1760147496194673,11.760147496194673,14112.176995433607,305.25097323651426
61.0,32.73517179489136,1.1942648360806967,11.94264836080697,14331.17803296836,343.2211482761213
61.5,33.018914461135864,1.2046165119758108,12.046165119758104,14455.398143709728,221.64523561290844
62.0,33.24145221710205,1.2127352723817726,12.127352723817726,14552.823268581269,176.99082259409806
62.5,33.423195600509644,1.2193657471919854,12.193657471919852,14632.388966303826,307.63318350524605
63.0,33.94414567947388,1.2383713710072097,12.383713710072094,14860.456452086515,391.5368148372563
63.5,34.31754112243652,1.2519938150950902,12.519938150950903,15023.925781141083,297.6655389439293
64.0,34.62407112121582,1.2631768325858705,12.631768325858701,15158.121991030444,267.41847226886966
64.5,34.92837643623352,1.2742786877841628,12.742786877841624,15291.344253409952,234.61196213766925
65.0,35.15997004508972,1.282727829430676,12.827278294306758,15392.733953168114,254.7038176802762
65.5,35.51016902923584,1.2955040059241858,12.955040059241856,15546.048071090228,306.6937849853912
66.0,35.860517740249634,1.3082856448461255,13.082856448461254,15699.427738153505,337.2750687782882
66.5,36.28057026863098,1.32361026165571,13.236102616557098,15883.323139868517,306.78897736874205
67.0,36.56128287315369,1.3338513929601872,13.338513929601874,16006.216715522247,213.57747236919386
67.5,36.7684223651886,1.3414083843531426,13.414083843531426,16096.90061223771,269.646203669894
68.0,37.17720675468445,1.3563219099326784,13.563219099326783,16275.86291919214,253.8390491539485
68.5,37.34823966026306,1.362561638449305,13.62561638449305,16350.739661391659,211.472593419041
69.0,37.6602509021759,1.3739446260509318,13.739446260509315,16487.335512611182,317.10597380182844
69.5,38.07257080078125,1.388987136266124,13.889871362661236,16667.845635193487,343.1142656000811
70.0,38.443989992141724,1.4025374815176055,14.025374815176054,16830.449778211263,245.86397323084748
70.5,38.63417148590088,1.4094758007020278,14.094758007020278,16913.709608424335,300.6258968128277
71.0,39.130677461624146,1.427589639585341,14.275896395853408,17131.07567502409,315.7136808177929
71.5,39.35532236099243,1.4357852741035106,14.357852741035106,17229.423289242128,245.38936822309552
72.0,39.6911940574646,1.448038753603932,14.480387536039323,17376.465043247186,299.5442316060253
72.5,40.039539098739624,1.4607472934040127,14.607472934040125,17528.967520848153,303.98842162583605
73.0,40.38556218147278,1.4733711220727517,14.733711220727518,17680.453464873022,318.00435191964425
73.5,40.76592230796814,1.4872476560639831,14.872476560639832,17846.971872767797,309.97740032272486
74.0,41.09361028671265,1.4992025720996458,14.992025720996455,17990.430865195747,289.08653415018125
74.5,41.42625164985657,1.5113382005764984,15.113382005764986,18136.05840691798,283.47404550451756
75.0,41.741119623184204,1.522825409225022,15.228254092250225,18273.904910700265,271.89053111143585
75.5,42.04730200767517,1.5339957448357846,15.339957448357847,18407.948938029414,285.7868446603861
76.0,42.393911838531494,1.5466409796133878,15.466409796133881,18559.69175536065,255.27361507137175
76.5,42.630396127700806,1.5552685460917322,15.55268546091732,18663.222553100786,227.36387629132514
77.0,42.913254737854004,1.5655879693043313,15.655879693043314,18787.055631651976,363.91588891324864
77.5,43.461650133132935,1.5855948701678364,15.855948701678365,19027.138442014035,340.90208646344763
78.0,43.691940784454346,1.5939964765096186,15.939964765096185,19127.957718115424,282.3439490851306
78.5,44.10657811164856,1.6091235325915973,16.091235325915978,19309.482391099165,300.2811375560377
79.0,44.377840757369995,1.6190199046392886,16.190199046392884,19428.23885567146,276.6386687412305
79.5,44.73847413063049,1.6321767549866997,16.321767549866998,19586.121059840396,314.3130376246918
80.0,45.095792293548584,1.6452126577746795,16.452126577746796,19742.551893296153,322.83379971020986
80.5,45.47588872909546,1.659079571629217,16.59079571629217,19908.954859550606,290.3069172050855
81.0,45.75890922546387,1.669404900875103,16.694049008751033,20032.85881050124,247.8216797462228
81.5,46.04196119308472,1.6797313782747358,16.797313782747363,20156.77653929683,295.92222404630957
82.0,46.434852600097656,1.6940650862122957,16.94065086212296,20328.78103454755,363.3107075112348
82.5,46.871832847595215,1.7100072705673388,17.100072705673387,20520.087246808063,376.08506609464894
83.0,47.29390335083008,1.7254055083868498,17.254055083868497,20704.866100642197,284.35248749819584
83.5,47.52134871482849,1.7337033111921882,17.337033111921887,20804.43973430626,287.33288586884373
84.0,47.95022702217102,1.7493499155425867,17.49349915542587,20992.19898651104,333.3859589060994
84.5,48.28286647796631,1.7614854744343633,17.614854744343635,21137.82569321236,316.7219685624332
85.0,48.673681020736694,1.7757434129227896,17.7574341292279,21308.920955073474,271.9215312625929
85.5,48.903987646102905,1.7841456020395792,17.841456020395793,21409.74722447495,194.00896617975377
86.0,49.11683487892151,1.7919108267711024,17.91910826771102,21502.929921253228,282.8921403102722
86.5,49.55016779899597,1.8077199470654355,18.077199470654353,21692.639364785224,427.2369855424404
87.0,50.09272646903992,1.8275139088996393,18.275139088996394,21930.16690679567,385.93779090369935
87.5,50.431724071502686,1.839881429640744,18.39881429640744,22078.577155688923,266.49473039101576
88.0,50.701451778411865,1.8497218030988907,18.497218030988908,22196.661637186684,236.83238710576552
88.5,50.972694873809814,1.8596174618995573,18.596174618995573,22315.40954279469,302.8045707355923
89.0,51.393115758895874,1.8749555173268564,18.749555173268565,22499.466207922276,335.6720373929711
89.5,51.739434480667114,1.887590131682305,18.87590131682305,22651.08158018766,330.53154431472285
90.0,52.148113489151,1.902499812686417,19.024998126864165,22829.997752237,349.8098807391434
90.5,52.53846764564514,1.9167409550772336,19.16740955077233,23000.891460926803,387.9366221987293
91.0,53.03423547744751,1.9348278645363108,19.348278645363113,23217.93437443573,301.98405831729906
91.5,53.22825741767883,1.9419062932703421,19.419062932703415,23302.875519244102,268.5957473694689
92.0,53.64775991439819,1.9572108434837667,19.572108434837663,23486.530121805197,370.35943211615086
92.5,54.07422971725464,1.9727695792800213,19.72769579280021,23673.234951360253,314.03977703302735
93.0,54.365087270736694,1.9833808249031857,19.83380824903185,23800.569898838225,309.7301297567901
93.5,54.781713008880615,1.9985804234264202,19.985804234264204,23982.965081117043,361.25822612297634
94.0,55.19027066230774,2.0134856770801,20.134856770801004,24161.8281249612,348.47175973641424
94.5,55.57768964767456,2.027619736737788,20.276197367377886,24331.436840853457,263.07114467422434
95.0,55.791175842285156,2.0354082724696188,20.354082724696188,24424.899269635425,261.5690464409781
95.5,56.17516374588013,2.049417157274536,20.494171572745362,24593.005887294436,361.4967289693959
96.0,56.61690402030945,2.0655329998837355,20.655329998837356,24786.39599860482,370.0392015984871
96.5,57.02040457725525,2.0802537574077435,20.80253757407743,24963.045088892923,341.34088994983904
97.0,57.39659237861633,2.0939780740462215,20.939780740462215,25127.73688855466,335.1503580816134
97.5,57.7859525680542,2.108182953914545,21.08182953914545,25298.195446974536,314.3210747009107
98.0,58.11456227302551,2.1201714969379646,21.201714969379648,25442.05796325557,345.3459633504135
98.5,58.57478928565979,2.1369617841937463,21.369617841937465,25643.54141032495,377.64832960929925
99.0,58.97718381881714,2.1516421910720727,21.516421910720727,25819.70629286487,408.76371364954684
99.5,59.50848436355591,2.1710254269978746,21.710254269978744,26052.305123974496,378.60317601593124
100.0,59.841986417770386,2.1831924557400666,21.831924557400665,26198.3094688808,319.44392796251486
100.5,60.23815584182739,2.1976457543280845,21.976457543280848,26371.74905193701,228.40598238267557
101.0,60.363709688186646,2.20222628760529,22.022262876052896,26426.715451263477,363.9226734581134
101.5,61.06942534446716,2.2279726437829273,22.27972643782928,26735.671725395125,458.0247282544842
102.0,61.409926414489746,2.24039501495983,22.403950149598305,26884.74017951796,1656.729492269118
102.5,64.85371470451355,2.3660334348053538,23.660334348053535,28392.401217664243,1769.528604561343
103.0,65.45187067985535,2.3878557320066087,23.87855732006609,28654.268784079304,410.29587263542635
103.5,65.7909095287323,2.400224757524972,24.002247575249722,28802.69709029967,170.66470420618134
104.0,65.84170174598694,2.4020777906904573,24.020777906904573,28824.933488285486,-1165.128260229987
104.5,63.12953209877014,2.30313073583914,23.0313073583914,27637.568830069682,-960.916799858951
105.0,63.646782636642456,2.3220013907022112,23.22001390702211,27864.016688426535,418.28556142438174
105.5,64.0849769115448,2.337987865957839,23.37987865957839,28055.854391494064,347.96678084318773
106.0,64.44160580635071,2.350998622439144,23.509986224391444,28211.983469269722,255.86313983138461
106.5,64.6694176197052,2.359309794277121,23.593097942771205,28311.71753132545,365.2285417783278
107.0,65.27585816383362,2.381434334254004,23.814343342540045,28577.21201104805,433.6609057540445
107.5,65.65998268127441,2.3954482030899578,23.95448203089958,28745.378437079493,361.6086217708835
108.0,66.1018419265747,2.4115683860682444,24.11568386068245,28938.820632818934,350.5183959783353
108.5,66.46063423156738,2.424658069421486,24.24658069421486,29095.89683305783,295.20400168906417
109.0,66.7761447429657,2.4361687195423336,24.36168719542334,29234.024634507998,389.56960995906775
109.5,67.35048627853394,2.4571222035847415,24.571222035847416,29485.466443016896,396.13621436807443
110.0,67.68099617958069,2.469180070739673,24.691800707396727,29630.160848876072,320.0927392068952
110.5,68.08163976669312,2.483796598518649,24.83796598518649,29805.55918222379,358.8927162723703
111.0,68.50077629089355,2.499087797095704,24.990877970957033,29989.053565148442,209.51321686185838
111.5,68.56020832061768,2.5012560332571376,25.012560332571372,30015.07239908565,221.57258879404253
112.0,69.0068907737732,2.517552179495207,25.175521794952065,30210.626153942485,464.88087616282064
112.5,69.62208580970764,2.539996106270706,25.39996106270706,30479.95327524847,468.262188946228
113.0,70.07649183273315,2.5565740285740595,25.565740285740592,30678.888342888713,340.35118142035935
113.5,70.39951348304749,2.5683587047224026,25.683587047224034,30820.30445666883,248.09901106480902
114.0,70.64319777488708,2.577248946162794,25.772489461627945,30926.987353953522,254.1285926532837
114.5,70.97999215126038,2.5895360874435096,25.895360874435095,31074.433049322113,289.43943486080025
115.0,71.30433320999146,2.6013688990678605,26.0136889906786,31216.426788814322,450.36362019225635
115.5,72.00870943069458,2.6270663891261976,26.27066389126198,31524.79666951437,479.41097057984007
116.0,72.39940023422241,2.641319813282847,26.413198132828473,31695.837759394162,411.0101286433419
116.5,72.94753575325012,2.6613172331798096,26.613172331798093,31935.80679815771,370.78341398144767
117.0,73.24634099006653,2.672218431114634,26.72218431114634,32066.62117337561,234.40894767976351
117.5,73.48297095298767,2.680851312153123,26.80851312153123,32170.215745837475,313.64888287115537
118.0,73.9627754688263,2.698355838020564,26.983558380205647,32380.270056246765,340.2380360875213
118.5,74.26014018058777,2.7092044818270833,27.092044818270832,32510.453781924996,363.6935645968879
119.0,74.79352164268494,2.7286636350703044,27.286636350703045,32743.963620843653,386.3225267864036
119.5,75.14257526397705,2.74139802572595,27.4139802572595,32896.7763087114,356.1347465957042
120.0,75.6070020198822,2.7583415306199464,27.58341530619946,33100.09836743936,257.8468363724751
120.5,75.73154711723328,2.762885262090323,27.628852620903235,33154.623145083875,222.91008353107463
121.0,76.11617159843445,2.776917370914203,27.769173709142027,33323.00845097043,451.21753344679746
121.5,76.76221489906311,2.800486723210889,28.004867232108897,33605.84067853067,470.60807580553956
122.0,77.19113111495972,2.8161347105646644,28.161347105646644,33793.61652677597,242.90622480227466
122.5,77.31705951690674,2.820728908611079,28.207289086110794,33848.74690333295,230.14136458167923
123.0,77.71681833267212,2.8353131576131374,28.35313157613137,34023.75789135765,488.3211655406485
123.5,78.4324791431427,2.8614223390727997,28.614223390727997,34337.068068873596,434.8999724017267
124.0,78.71021366119385,2.8715548219799483,28.715548219799484,34458.65786375938,305.2101615897118
124.5,79.12963795661926,2.8868565192052755,28.86856519205276,34642.27823046331,417.7773468251471
125.0,79.66449761390686,2.906369600882044,29.063696008820433,34876.435210584525,308.0044546758072
125.5,79.83317947387695,2.9125235570949264,29.12523557094927,34950.282685139115,190.9185538046586
126.0,80.10059237480164,2.922279480365765,29.222794803657646,35067.35376438918,344.0061723058825
126.5,80.6189558506012,2.9411907381204165,29.41190738120417,35294.288857445,433.7440947118521
127.0,81.0913474559784,2.9584248215917532,29.584248215917537,35501.097859101035,438.5036095014948
127.5,81.6205825805664,2.9777327055788745,29.777327055788742,35732.79246694649,378.826230975581
128.0,81.95665955543518,2.9899936741730513,29.89993674173051,35879.924090076616,366.6107101338712
128.5,82.45799207687378,3.00828359809003,30.082835980900303,36099.40317708036,362.63183551422844
129.0,82.7849805355072,3.020212993799237,30.20212993799237,36242.555925590845,283.2817819407792
129.5,83.10506224632263,3.031890413251762,30.31890413251762,36382.68495902114,355.0263607198867
130.0,83.59592914581299,3.0497985238592276,30.497985238592275,36597.58228631073,404.9522607216568
130.5,84.03005123138428,3.065636434978567,30.656364349785665,36787.6372197428,328.14098383691453
131.0,84.34546637535095,3.0771436058456376,30.771436058456384,36925.723270147646,365.0411839624285
131.5,84.8638756275177,3.0960565336421024,30.960565336421016,37152.67840370523,369.419302953007
132.0,85.18929123878479,3.107928547758388,31.079285477583877,37295.14257310065,374.76750748174527
132.5,85.71991682052612,3.1272871592655815,31.272871592655815,37527.44591118697,413.8869844215951
133.0,86.13468885421753,3.1424191297935207,31.424191297935206,37709.02955752225,194.33305866910086
133.5,86.16381096839905,3.1434815808213394,31.434815808213397,37721.778969856074,252.76646479949704
134.0,86.71205615997314,3.1634830018601456,31.634830018601466,37961.796022321745,488.68836598429334
134.5,87.28006935119629,3.184205611320031,31.842056113200318,38210.46733584037,365.12499918591493
135.0,87.54607200622559,3.1939100851256383,31.93910085125638,38326.92102150766,337.883903396767
135.5,88.05186128616333,3.2123626032697614,32.123626032697615,38548.351239237134,381.25645494644414
136.0,88.4169352054596,3.225681456371175,32.25681456371176,38708.177476454104,253.42404376339982
136.5,88.63073062896729,3.233481273583378,32.33481273583378,38801.775283000534,301.45622072676633
137.0,89.10551929473877,3.2508028080984057,32.50802808098406,39009.63369718087,479.9677207692803
137.5,89.72706937789917,3.2734785836474845,32.734785836474856,39281.743003769814,368.46748349715926
138.0,89.94717001914978,3.2815084317231693,32.815084317231694,39378.10118067803,344.311163691993
138.5,90.51354241371155,3.302171180621817,33.021711806218164,39626.05416746181,309.9449388849898
139.0,90.65514397621155,3.3073371766302517,33.073371766302515,39688.04611956302,338.06750361859304
139.5,91.28575372695923,3.3303434725900334,33.30343472590033,39964.1216710804,473.18547221116023
140.0,91.73599076271057,3.346769299314515,33.46769299314515,40161.23159177418,297.5389288989827
140.5,91.96538996696472,3.355138383331615,33.55138383331615,40261.66059997938,354.29289923111355
141.0,92.54526400566101,3.3762937075837747,33.76293707583774,40515.52449100529,417.1734179544874
141.5,92.91829442977905,3.3899028348278226,33.899028348278236,40678.83401793387,254.05542394635268
142.0,93.12557554244995,3.3974649929126373,33.97464992912637,40769.579914951646,399.6314031275906
142.5,93.83112955093384,3.423205451755122,34.23205451755122,41078.46542106146,364.3252579126711
143.0,93.95776462554932,3.427825431072027,34.27825431072027,41133.90517286432,414.8066555725309
143.5,94.77862787246704,3.457772673052833,34.577726730528326,41493.27207663399,449.95341617192025
144.0,94.98554491996765,3.465321549086353,34.65321549086353,41583.85858903624,319.54611364594894
144.5,95.50853276252747,3.484401515856662,34.84401515856662,41812.81819027994,400.1865876528318
145.0,95.89964818954468,3.498670431390756,34.986704313907566,41984.04517668907,389.2146216961846
145.5,96.3975739479065,3.5168360676646775,35.168360676646785,42202.032811976125,317.60865638755786
146.0,96.62512755393982,3.5251378194230525,35.251378194230526,42301.65383307663,384.20898449434753
146.5,97.27518129348755,3.548853483039206,35.488534830392055,42586.24179647047,386.2497755899094
147.0,97.50739645957947,3.5573253007222116,35.57325300722212,42687.90360866654,327.33873750096245
147.5,98.02288603782654,3.5761317111642863,35.76131711164287,42913.580533971435,362.8803586115464
148.0,98.33628511428833,3.5875653306065067,35.87565330606506,43050.78396727808,237.29175298196787
148.5,98.5649061203003,3.5959060239127836,35.95906023912784,43150.8722869534,277.4611643341632
149.0,98.97005987167358,3.6106870943010203,36.10687094301021,43328.245131612246,449.3797568091177
149.5,99.59137606620789,3.63335433698021,36.3335433698021,43600.25204376252,502.0568419427
150.0,100.116854429245,3.652525164462912,36.52525164462912,43830.301973554946,397.30242544166686
150.5,100.49889135360718,3.6664628724336823,36.66462872433682,43997.55446920419,219.640559171552
151.0,100.61855578422546,3.6708285443938746,36.70828544393875,44049.9425327265,363.5917964238906
151.5,101.3294050693512,3.69676218880234,36.9676218880234,44361.14626562808,546.6959114523488
152.0,101.86731457710266,3.716386537014904,37.16386537014904,44596.63844417885,327.22934976221586
152.5,102.07685995101929,3.724031301282525,37.24031301282524,44688.375615390294,331.8273923840534
153.0,102.62527227401733,3.7440388197135754,37.44038819713576,44928.4658365629,474.8182512162821
153.5,103.1614363193512,3.7635994888838815,37.63599488883882,45163.193866606576,368.86975481890113
